1,148
2,74
3,74
4,74
5,0
6,1480
7,0
8,0
9,0
10,0
11,0
12,2828
13,0
14,5590
15,0
16,0
17,11048
18,0
19,0
20,0
21,22096
22,0
23,0
24,0
25,0
26,0
27,11048
28,33144
29,0
30,0
31,31796
32,47020
33,0
34,0
35,47020
36,0
37,71812
38,0
39,64940
40,0
41,74640
42,0
43,0
44,98150
45,26272
46,0
47,0
48,106370
49,0
50,0
51,31862
52,0
53,35972
54,0
55,0
56,0
57,0
58,34624
59,0
60,23576
61,0
62,0
63,0
64,0
65,0
66,29100
67,1414
68,0
69,0
70,34558
71,2762
72,0
73,53892
74,35972
75,0
76,49782
77,0
78,55240
79,0
80,0
81,38734
82,26338
83,0
84,31796
85,0
86,31862
87,0
88,40082
89,60764
90,58134
91,16572
92,111960
93,0
94,123074
95,777932
96,908698
97,1085532
98,986232
99,1071656
100,1143468
101,1151886
102,1328522
103,1516470
104,1908608
105,2797972
106,3446522
107,3498912
108,3924182
109,2523940
110,2711350
111,3513676
112,3229322
113,3419788
114,1894496
115,2114014
116,2645996
117,1781556
118,2792250
119,1348384
120,2100996
121,2720570
122,2878004
123,2529992
124,2027308
125,2850384
126,2402940
127,3145918
128,2946262
129,2182112
130,2763838
131,3855634
132,4687236
133,4350528
134,5166482
135,5061434
136,3137448
137,2001856
138,3435982
139,3972872
140,2310124
141,1680154
142,956642
143,1361666
144,1463926
145,1662790
146,781646
147,718120
148,1057912
149,1223566
150,761096
151,290340
152,459906
153,232140
154,154870
155,131690
156,196300
157,163156
158,228096
159,225268
160,36170
161,184102
162,113506
163,172724
164,92824
165,81710
166,65072
167,59548
168,19466
