1,874638
2,1241704
3,1868878
4,1085344
5,1165084
6,845002
7,716058
8,113808
9,17034
10,164316
11,94034
12,627768
13,929248
14,1205738
15,1040184
16,825624
17,989610
18,617650
19,731326
20,795930
21,766434
22,722908
23,1006446
24,1377036
25,1989074
26,2445214
27,2218424
28,2449506
29,2915716
30,2775350
31,3507966
32,3188956
33,2554236
34,2047654
35,2443844
36,2541874
37,2666774
38,2409364
39,2269806
40,2662102
41,3109940
42,3090924
43,2949174
44,2253234
45,2635560
46,2017134
47,2443844
48,1560928
49,1361570
50,1309692
51,1225380
52,1417756
53,2003468
54,2257344
55,2525284
56,1906264
57,1216186
58,2181384
59,2018504
60,2136422
61,2146276
62,2099944
63,1925840
64,1892234
65,2640264
66,2701798
67,2790766
68,1972222
69,1925972
70,2714492
71,2633926
72,1990576
73,2347946
74,3053836
75,3361260
76,1969514
77,2031164
78,2070448
79,2286642
80,1864108
81,2133616
82,2404560
83,2891632
84,2342762
85,1422328
86,2400318
87,2271176
88,1721266
89,1980656
90,1862672
91,1850078
92,2025552
93,2217862
94,2099944
95,2272612
96,2849476
97,2317178
98,2288276
99,3538586
100,3468714
101,3950906
102,4054054
103,3642640
104,3429068
105,4194286
106,2531838
107,3165960
108,3413550
109,2452658
110,2912710
111,2541692
112,2271242
113,2696450
114,1968590
115,2445214
116,2309090
117,2255776
118,2022812
119,1554210
120,2499964
121,2803210
122,2754072
123,2463486
124,2174336
125,2153324
126,2195348
127,1674868
128,2156064
129,2161676
130,2203832
131,1780060
132,1527190
133,619020
134,141802
135,277926
136,5612
137,0
138,1436
139,0
140,1436
141,194340
142,487270
143,905430
144,1144006
145,1647980
146,1437464
147,1706906
148,1370252
149,1452798
150,1377366
151,955872
152,951696
153,1044360
154,1156864
155,568842
156,1101272
157,998094
158,902624
159,466060
160,368048
161,211044
162,203534
163,874564
164,571846
165,843632
166,838020
167,1165084
168,1339122
169,1050104
170,568578
171,383184
172,477284
173,5744
174,62326
175,285238
176,481460
177,391800
178,610602
179,536210
180,540452
181,425340
182,491776
183,512656
184,478852
185,370656
186,388862
187,256848
188,348142
189,178280
190,88554
191,92862
192,71586
193,102518
194,204904
195,88818
196,0
197,0
198,173328
199,21144
200,43922
201,538108
202,532034
203,676708
204,794494
205,742550
206,860468
207,1179114
208,1232428
209,1211416
210,1757414
211,1871156
212,2703286
213,3356114
214,5155762
215,5854366
216,6035866
217,6844744
218,7081788
219,6041726
220,5754222
221,4791014
222,1256580
223,2540592
224,2870492
225,3048872
226,1325704
227,3569782
228,2796298
229,3345004
230,2939420
231,2577410
232,2155752
233,1034506
234,2077002
235,1522932
236,991640
237,1629164
238,1181144
239,2066206
240,1154752
241,1800940
242,1013494
243,39746
244,26954
245,17100
246,0
247,0
248,0
249,0
250,71982
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
