1,33284
2,16704
3,38932
4,44324
5,29034
6,91344
7,131492
8,99432
9,201824
10,66288
11,132576
12,218264
13,181010
14,192190
15,134254
16,151976
17,15290
18,156350
19,143756
20,284684
21,67900
22,168680
23,48764
24,78948
25,74904
26,67702
27,27620
28,174204
29,66948
30,42910
31,76120
32,73292
33,135470
34,52610
35,117616
36,85622
37,11114
38,63592
39,102458
40,45672
41,63592
42,41628
43,74706
44,60896
45,66420
46,95322
47,76120
48,70530
49,78750
50,40082
51,100912
52,70464
53,74706
54,114854
55,92626
56,65072
57,52544
58,65138
59,34624
60,60962
61,104004
62,63724
63,58134
64,27686
65,45870
66,27686
67,24858
68,26338
69,18118
70,22162
71,42976
72,49848
73,26338
74,40082
75,53958
76,73226
77,99432
78,185186
79,34558
80,129880
81,193340
82,134254
83,7004
84,88582
85,132642
86,116070
87,127184
88,60896
89,62442
90,51130
91,22096
92,63658
93,59482
94,102656
95,66288
96,69380
97,56654
98,41430
99,67768
100,30448
101,67702
102,63790
103,5656
104,40082
105,109330
106,73226
107,156152
108,110678
109,98150
110,77468
111,64940
112,27686
113,40214
114,41694
115,60830
116,37386
117,58134
118,76054
119,59416
120,92626
121,55306
122,71944
123,76054
124,24924
125,64940
126,40280
127,47020
128,45606
129,59482
130,98216
131,80230
132,82926
133,84406
134,74640
135,72274
136,51130
137,59416
138,55306
139,73292
140,77402
141,124290
142,209978
143,295732
144,165786
145,136950
146,159178
147,165786
148,34558
149,33276
150,203106
151,276266
152,47020
153,131294
154,80230
155,20748
156,82926
157,93974
158,91212
159,58200
160,74706
161,96736
162,59482
163,65138
164,73292
165,93908
166,19400
167,121594
168,96670
169,87036
170,153390
171,262390
172,99432
173,156218
174,13810
175,168548
176,66354
177,305366
178,58002
179,109330
180,59416
181,80230
182,129880
183,145170
184,54090
185,60830
186,79080
187,69116
188,52478
189,52478
190,56654
191,66420
192,87102
193,110546
194,303886
195,256866
196,149214
197,353602
198,37320
199,276266
200,179728
201,110810
202,134122
203,1414
204,58266
205,5590
206,31994
207,0
208,58068
209,0
210,44258
211,2828
212,5656
213,5590
214,33408
215,54024
216,58134
217,22096
218,60764
219,85622
220,78816
221,60962
222,1414
223,48500
224,62244
225,34822
226,2828
227,51328
228,8352
229,26338
230,63724
231,108048
232,30382
233,37386
234,89930
235,26338
236,87102
237,51262
238,53958
239,74772
240,56852
241,19400
242,38668
243,41430
244,45672
245,5656
246,27752
247,17986
248,41430
249,73424
250,48368
251,29100
252,27818
253,13810
254,49914
255,41562
256,9766
257,35906
258,48434
259,49782
260,41430
261,12528
262,52742
263,16638
264,5524
265,0
