1,1416574
2,863724
3,376066
4,811406
5,443334
6,297014
7,196800
8,296788
9,124790
10,167860
11,186996
12,160658
13,189296
14,273438
15,245818
16,284552
17,335616
18,371522
19,384116
20,751264
21,484142
22,954766
23,826036
24,1176612
25,1096514
26,1248424
27,1265062
28,1212518
29,1276044
30,805618
31,1245662
32,1350618
33,1256710
34,413848
35,554276
36,615992
37,679452
38,585610
39,698786
40,745872
41,986034
42,1237376
43,1441764
44,1955562
45,2430560
46,2771002
47,3235054
48,4278604
49,2807688
50,1235774
51,1311526
52,1568524
53,990738
54,972620
55,924384
56,494238
57,737454
58,1002672
59,687248
60,825838
61,552174
62,743176
63,690500
64,881078
65,445474
66,661664
67,754026
68,560752
69,725652
70,942040
71,765206
72,1063436
73,729234
74,1030226
75,825838
76,550166
77,524158
78,652096
79,662880
80,690632
81,374878
82,514392
83,616058
84,455796
85,454420
86,519322
87,598996
88,671298
89,704376
90,729234
91,831362
92,875620
93,762378
94,620696
95,773360
96,701548
97,759550
98,875620
99,995734
100,1097994
101,1231852
102,1043018
103,1680776
104,2013498
105,2789620
106,2750424
107,2884394
108,1934908
109,4193944
110,4167786
111,3386896
112,1993060
113,3398860
114,3476998
115,3921846
116,3538644
117,2589558
118,1704832
119,2524468
120,2532754
121,2181980
122,2002450
123,1820158
124,2195790
125,2883528
126,2944292
127,2908386
128,2958102
129,3494332
130,4453458
131,4814702
132,5710236
133,5274210
134,4917084
135,4510250
136,4096114
137,2617026
138,1744104
139,2129568
140,2173694
141,2140616
142,1193184
143,584196
144,601164
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
