1,13950
2,36050
3,107718
4,220960
5,207150
6,109396
7,44324
8,107718
9,109132
10,123140
11,16572
12,51262
13,66420
14,38800
15,87168
16,103674
17,77534
18,15224
19,99630
20,48434
21,92560
22,63526
23,73292
24,73424
25,70530
26,66354
27,118964
28,193538
29,121528
30,76054
31,19334
32,87102
33,157566
34,96802
35,76054
36,88582
37,55372
38,106634
39,26404
40,76252
41,49848
42,56720
43,103740
44,120378
45,85688
46,113242
47,56852
48,23510
49,81578
50,8286
51,16638
52,11048
53,31994
54,123074
55,81578
56,78882
57,77534
58,78816
59,73226
60,203304
61,134056
62,22096
63,204454
64,60896
65,131624
66,179926
67,139712
68,44324
69,51130
70,34690
71,75988
72,40214
73,36104
74,63856
75,37320
76,36038
77,34756
78,41496
79,65204
80,33144
81,26338
82,67834
83,44258
84,48368
85,58002
86,30448
87,55372
88,109330
89,92626
90,44456
91,24924
92,132774
93,47020
94,268310
95,121594
96,160394
97,99498
98,16572
99,118766
100,198996
101,53958
102,18118
103,291622
104,140994
105,65006
106,99630
107,262588
108,91410
109,6938
110,67900
111,26404
112,155002
113,140928
114,59614
115,16572
116,78750
117,101044
118,134122
119,47218
120,44324
121,62244
122,69116
123,109198
124,37386
125,70464
126,76054
127,99564
128,82926
129,233884
130,110480
131,234836
132,102392
133,16770
134,58134
135,80164
136,63658
137,77600
138,186732
139,120378
140,143756
141,82860
142,100912
143,205934
144,44192
145,186468
146,390922
147,16572
148,555360
149,89864
150,70464
151,277680
152,243188
153,58002
154,302472
155,19466
156,200476
157,145170
158,27620
159,95520
160,6938
161,6938
162,72076
163,77534
164,82992
165,105088
166,76252
167,34558
168,107850
169,7070
170,63724
171,82860
172,40280
173,63658
174,53958
175,41430
176,45672
177,85688
178,66354
179,107718
180,73292
181,165786
182,92560
183,208630
184,114722
185,100846
186,67768
187,60962
188,73226
189,51460
190,58068
191,42910
192,83058
193,67702
194,56720
195,102392
196,38668
197,12462
198,145170
199,33144
200,81710
201,118898
202,47086
203,73358
204,99432
205,63526
206,73292
207,81842
208,114920
209,55372
210,48500
211,66486
212,80164
213,52742
214,42844
215,81842
216,79014
217,291688
218,142540
219,62508
220,261306
221,105088
222,59614
223,45606
224,74772
225,58134
226,47020
227,87234
228,22096
229,48368
230,131294
231,98282
232,37518
233,67768
234,74706
235,121594
236,9766
237,80362
238,1414
239,47218
240,40280
241,63658
242,71878
243,33144
244,46954
245,58134
246,62310
247,54024
248,62244
249,87102
250,37386
251,47218
252,70662
253,37320
254,94040
255,58134
256,64940
257,82860
258,153390
259,49980
260,76186
261,81644
262,56786
263,77402
264,49848
265,47086
266,30382
267,37320
268,23510
269,22096
270,0
271,0
272,0
273,0
274,0
275,0
